Gender;Umur;Jurusan/Program Studi;Jam Belajar per Hari;Jam Tidur per Hari;IPK;Jumlah Tugas Besar per Minggu;Frekuensi Olahraga;Pemasukan Keluarga;Status Hubungan;Label
Perempuan;23;Ekonomi;6;7;03.54;4;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;18;Kedokteran;2;6;02.00;0;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;25;Psikologi;2;8;0,179166667;1;Sering;Rendah;Dalam hubungan;Sehat
Perempuan;23;Sistem Informasi;3;9;02.54;3;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;20;Ekonomi;1;7;03.34;4;Kadang;Rendah;Jomblo;Sehat
Perempuan;25;Hukum;5;7;0,167361111;3;Jarang;Tinggi;Jomblo;Sehat
Laki-laki;25;Kedokteran;2;4;02.33;5;Jarang;Sedang;Jomblo;Risiko Stres
Laki-laki;24;Kedokteran;2;9;0,145138889;4;Sering;Rendah;Dalam hubungan;Sehat
Perempuan;22;Hukum;2;6;0,152083333;5;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;24;Ekonomi;1;8;0,126388889;4;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;25;Kedokteran;6;5;0,15;2;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;22;Sistem Informasi;7;3;0,127777778;0;Jarang;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;23;Ekonomi;7;6;0,133333333;5;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;19;Ekonomi;4;5;03.34;1;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;19;Psikologi;3;6;03.27;1;Sering;Tinggi;Jomblo;Sehat
Perempuan;25;Kedokteran;1;9;02.46;2;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;20;Kedokteran;6;5;0,179861111;2;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;18;Hukum;2;9;0,175694444;1;Sering;Rendah;Dalam hubungan;Sehat
Laki-laki;23;Psikologi;6;5;03.02;5;Sering;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;22;Desain Komunikasi Visual;1;6;0,14375;1;Sering;Tinggi;Jomblo;Sehat
Perempuan;25;Psikologi;1;4;0,135416667;0;Sering;Tinggi;Jomblo;Sehat
Perempuan;23;Kedokteran;1;6;03.41;4;Sering;Sedang;Jomblo;Sehat
Perempuan;25;Ekonomi;4;9;03.34;0;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;20;Psikologi;5;6;02.39;1;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;21;Hukum;3;5;03.34;4;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;21;Psikologi;4;3;02.05;1;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;20;Hukum;4;5;02.04;0;Sering;Sedang;Jomblo;Sehat
Perempuan;22;Desain Komunikasi Visual;5;7;03.04;0;Sering;Rendah;Jomblo;Sehat
Laki-laki;24;Psikologi;4;6;03.29;5;Jarang;Tinggi;Dalam hubungan;Sehat
Perempuan;20;Hukum;1;8;0,140277778;5;Jarang;Sedang;Jomblo;Sehat
Perempuan;25;Psikologi;1;6;03.05;0;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;22;Desain Komunikasi Visual;6;4;0,186805556;4;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;19;Psikologi;2;9;03.19;5;Kadang;Rendah;Jomblo;Sehat
Laki-laki;20;Sistem Informasi;4;8;03.32;5;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;22;Hukum;2;5;02.13;3;Sering;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;20;Desain Komunikasi Visual;3;4;02.33;3;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;20;Hukum;7;6;02.06;5;Sering;Sedang;Jomblo;Risiko Stres
Perempuan;24;Hukum;1;5;03.08;1;Sering;Tinggi;Jomblo;Sehat
Laki-laki;24;Teknik Informatika;6;5;03.55;4;Kadang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;25;Desain Komunikasi Visual;3;7;0,127777778;2;Jarang;Sedang;Jomblo;Sehat
Laki-laki;22;Psikologi;6;7;0,132638889;5;Sering;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;22;Hukum;7;3;02.51;3;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;18;Kedokteran;7;7;02.51;4;Sering;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;20;Teknik Informatika;5;9;03.09;4;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;21;Sistem Informasi;1;8;03.27;3;Sering;Tinggi;Jomblo;Sehat
Perempuan;20;Hukum;3;5;02.31;4;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;20;Hukum;5;7;03.44;4;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;22;Teknik Informatika;7;3;03.44;3;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;20;Psikologi;3;6;03.33;0;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;23;Kedokteran;6;8;02.27;5;Kadang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;20;Sistem Informasi;5;7;0,140277778;1;Jarang;Sedang;Jomblo;Sehat
Perempuan;23;Hukum;5;5;02.21;2;Kadang;Tinggi;Jomblo;Sehat
Perempuan;24;Psikologi;1;6;0,16875;1;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;21;Desain Komunikasi Visual;2;9;03.31;0;Sering;Rendah;Jomblo;Sehat
Laki-laki;25;Kedokteran;6;5;03.01;0;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;22;Desain Komunikasi Visual;6;6;0,13125;4;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;20;Kedokteran;5;9;02.37;1;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;23;Sistem Informasi;5;9;02.21;0;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;23;Ekonomi;1;8;0,190277778;1;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;24;Kedokteran;2;5;02.04;0;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;23;Ekonomi;6;7;02.12;2;Sering;Tinggi;Jomblo;Sehat
Laki-laki;25;Desain Komunikasi Visual;7;7;0,188888889;0;Sering;Sedang;Jomblo;Sehat
Laki-laki;19;Kedokteran;4;3;03.01;1;Jarang;Sedang;Jomblo;Sehat
Perempuan;18;Sistem Informasi;4;6;03.59;4;Sering;Tinggi;Jomblo;Sehat
Perempuan;25;Teknik Informatika;2;3;02.09;1;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;21;Sistem Informasi;3;4;03.13;3;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;25;Sistem Informasi;1;7;02.08;1;Kadang;Tinggi;Jomblo;Sehat
Perempuan;24;Teknik Informatika;2;6;03.54;2;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;24;Teknik Informatika;4;8;02.08;5;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;25;Psikologi;5;3;02.08;2;Jarang;Tinggi;Jomblo;Sehat
Perempuan;20;Kedokteran;4;8;03.06;2;Sering;Sedang;Jomblo;Sehat
Laki-laki;19;Desain Komunikasi Visual;5;8;03.05;0;Jarang;Rendah;Dalam hubungan;Sehat
Laki-laki;20;Psikologi;1;8;03.01;2;Sering;Rendah;Dalam hubungan;Sehat
Laki-laki;20;Teknik Informatika;5;3;02.19;1;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;25;Ekonomi;2;4;02.26;5;Kadang;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;22;Desain Komunikasi Visual;5;9;03.35;4;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;22;Ekonomi;3;9;03.35;2;Jarang;Tinggi;Jomblo;Sehat
Laki-laki;22;Sistem Informasi;2;3;0,191666667;1;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;19;Hukum;1;9;03.42;0;Jarang;Sedang;Dalam hubungan;Sehat
Laki-laki;20;Sistem Informasi;2;5;0,152083333;0;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;18;Sistem Informasi;3;9;0,174305556;4;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;21;Hukum;1;7;02.21;4;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;22;Kedokteran;4;3;02.09;1;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;22;Teknik Informatika;3;9;02.57;4;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;24;Ekonomi;1;3;02.21;4;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;20;Sistem Informasi;7;4;03.53;0;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;20;Hukum;5;5;03.02;1;Jarang;Tinggi;Jomblo;Sehat
Perempuan;19;Psikologi;2;3;03.11;5;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;19;Sistem Informasi;1;7;0,140277778;4;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;22;Ekonomi;2;9;0,147222222;1;Jarang;Tinggi;Jomblo;Sehat
Perempuan;20;Teknik Informatika;5;7;02.23;2;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;18;Sistem Informasi;1;9;03.35;0;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;21;Sistem Informasi;4;3;0,143055556;5;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;25;Kedokteran;7;8;0,16875;0;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;20;Hukum;7;9;02.39;0;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;24;Psikologi;3;8;02.41;3;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;25;Psikologi;1;5;03.29;1;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;20;Desain Komunikasi Visual;5;7;0,172916667;2;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;23;Teknik Informatika;1;8;0,148611111;4;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;19;Desain Komunikasi Visual;2;7;03.45;2;Sering;Rendah;Dalam hubungan;Sehat
Perempuan;24;Ekonomi;6;9;04.00;1;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;21;Teknik Informatika;1;9;0,193055556;0;Jarang;Sedang;Jomblo;Sehat
Laki-laki;22;Sistem Informasi;7;5;03.49;3;Kadang;Sedang;Jomblo;Risiko Stres
Perempuan;24;Sistem Informasi;7;9;03.48;1;Sering;Rendah;Jomblo;Sehat
Perempuan;20;Psikologi;7;5;02.05;5;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;22;Ekonomi;4;8;0,171527778;5;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;20;Hukum;1;9;0,139583333;1;Jarang;Rendah;Jomblo;Sehat
Laki-laki;22;Ekonomi;3;3;0,188888889;4;Sering;Sedang;Jomblo;Sehat
Laki-laki;21;Sistem Informasi;1;6;02.16;2;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;19;Hukum;6;4;0,14375;2;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;21;Ekonomi;7;6;03.11;4;Sering;Tinggi;Jomblo;Sehat
Laki-laki;23;Ekonomi;2;6;0,139583333;3;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;18;Hukum;7;7;02.42;0;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;19;Sistem Informasi;1;5;03.19;0;Sering;Rendah;Jomblo;Sehat
Perempuan;21;Ekonomi;4;7;03.51;5;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;23;Hukum;5;8;03.29;3;Jarang;Sedang;Jomblo;Sehat
Laki-laki;18;Kedokteran;1;4;02.47;4;Kadang;Rendah;Jomblo;Risiko Stres
Laki-laki;23;Kedokteran;1;8;03.46;1;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;20;Sistem Informasi;3;3;02.51;2;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;25;Hukum;4;4;02.35;1;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;20;Kedokteran;6;7;03.38;2;Sering;Rendah;Dalam hubungan;Sehat
Laki-laki;22;Hukum;5;9;0,172916667;1;Sering;Tinggi;Jomblo;Sehat
Perempuan;19;Ekonomi;7;9;0,15;4;Jarang;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;20;Sistem Informasi;2;7;03.06;4;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;24;Kedokteran;1;8;0,125694444;3;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;23;Desain Komunikasi Visual;6;7;0,152083333;1;Jarang;Sedang;Dalam hubungan;Sehat
Laki-laki;19;Ekonomi;5;7;02.26;1;Sering;Sedang;Jomblo;Sehat
Laki-laki;25;Desain Komunikasi Visual;2;6;0,188194444;3;Jarang;Sedang;Jomblo;Sehat
Laki-laki;24;Desain Komunikasi Visual;6;3;03.06;3;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;20;Teknik Informatika;4;9;03.34;4;Sering;Rendah;Dalam hubungan;Sehat
Perempuan;22;Teknik Informatika;4;6;03.08;4;Kadang;Sedang;Jomblo;Sehat
Perempuan;21;Sistem Informasi;5;7;03.58;5;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;22;Kedokteran;7;5;0,152083333;1;Sering;Sedang;Jomblo;Sehat
Laki-laki;24;Kedokteran;2;6;02.06;4;Kadang;Sedang;Jomblo;Sehat
Laki-laki;18;Kedokteran;4;7;02.32;4;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;20;Hukum;5;9;03.03;1;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;24;Ekonomi;4;7;0,184722222;3;Sering;Sedang;Jomblo;Sehat
Perempuan;18;Kedokteran;4;3;02.31;1;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;18;Ekonomi;6;8;02.36;0;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;23;Sistem Informasi;6;4;0,14375;1;Jarang;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;19;Desain Komunikasi Visual;4;6;0,167361111;0;Sering;Tinggi;Jomblo;Sehat
Laki-laki;23;Kedokteran;3;6;02.59;1;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;20;Sistem Informasi;6;6;02.51;0;Kadang;Rendah;Jomblo;Risiko Stres
Laki-laki;18;Kedokteran;2;7;03.24;0;Jarang;Tinggi;Dalam hubungan;Sehat
Perempuan;25;Teknik Informatika;5;3;03.07;1;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;24;Psikologi;5;7;02.12;5;Jarang;Tinggi;Jomblo;Risiko Stres
Laki-laki;21;Sistem Informasi;7;7;02.16;4;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;18;Kedokteran;2;8;03.29;2;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;24;Psikologi;2;5;0,147916667;4;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;25;Sistem Informasi;2;3;0,190277778;0;Sering;Tinggi;Jomblo;Sehat
Perempuan;21;Hukum;7;6;03.36;1;Sering;Sedang;Jomblo;Sehat
Laki-laki;23;Kedokteran;2;4;02.02;1;Sering;Sedang;Jomblo;Sehat
Laki-laki;23;Hukum;1;6;0,15;1;Sering;Rendah;Dalam hubungan;Sehat
Perempuan;19;Teknik Informatika;7;7;0,140972222;1;Sering;Tinggi;Jomblo;Sehat
Laki-laki;24;Kedokteran;5;3;02.21;5;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;18;Desain Komunikasi Visual;1;9;0,184027778;2;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;22;Teknik Informatika;7;3;0,167361111;3;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;23;Psikologi;4;3;02.46;0;Sering;Sedang;Jomblo;Sehat
Laki-laki;23;Sistem Informasi;4;5;02.51;2;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;19;Ekonomi;5;6;02.06;4;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;21;Teknik Informatika;4;5;02.59;3;Kadang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;19;Ekonomi;2;9;03.17;3;Sering;Rendah;Dalam hubungan;Sehat
Perempuan;25;Ekonomi;7;9;0,141666667;1;Sering;Sedang;Jomblo;Sehat
Perempuan;18;Sistem Informasi;1;8;0,190277778;2;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;24;Psikologi;2;4;02.11;4;Kadang;Sedang;Jomblo;Risiko Stres
Perempuan;20;Sistem Informasi;4;8;03.18;1;Jarang;Tinggi;Jomblo;Sehat
Laki-laki;20;Kedokteran;6;7;0,175;1;Jarang;Sedang;Jomblo;Sehat
Laki-laki;24;Teknik Informatika;1;5;0,15;5;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;21;Ekonomi;2;5;02.01;0;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;25;Sistem Informasi;7;8;02.49;3;Kadang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;23;Sistem Informasi;5;7;0,128472222;4;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;21;Sistem Informasi;2;3;0,189583333;3;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;23;Teknik Informatika;6;7;0,181944444;2;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;23;Psikologi;4;6;03.09;0;Jarang;Tinggi;Dalam hubungan;Sehat
Perempuan;20;Desain Komunikasi Visual;1;8;0,170138889;1;Jarang;Rendah;Jomblo;Sehat
Perempuan;21;Sistem Informasi;5;7;02.07;0;Sering;Sedang;Jomblo;Sehat
Laki-laki;25;Teknik Informatika;1;3;0,18125;1;Kadang;Rendah;Jomblo;Sehat
Laki-laki;19;Ekonomi;5;7;0,191666667;0;Jarang;Tinggi;Jomblo;Sehat
Laki-laki;23;Kedokteran;7;5;02.07;1;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;22;Desain Komunikasi Visual;1;4;02.52;3;Kadang;Tinggi;Jomblo;Risiko Stres
Laki-laki;22;Hukum;4;5;03.09;3;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;19;Desain Komunikasi Visual;7;9;02.37;3;Kadang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;22;Desain Komunikasi Visual;7;4;02.07;3;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;18;Teknik Informatika;5;9;0,186805556;0;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;23;Hukum;3;7;0,184027778;1;Jarang;Tinggi;Dalam hubungan;Sehat
Perempuan;19;Sistem Informasi;1;6;02.33;3;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;21;Sistem Informasi;1;7;0,140277778;0;Sering;Tinggi;Jomblo;Sehat
Perempuan;23;Desain Komunikasi Visual;2;3;0,170833333;1;Kadang;Rendah;Jomblo;Sehat
Perempuan;19;Teknik Informatika;5;7;03.32;0;Sering;Sedang;Jomblo;Sehat
Perempuan;20;Hukum;6;4;0,138194444;5;Jarang;Sedang;Jomblo;Risiko Stres
Perempuan;25;Sistem Informasi;3;5;03.49;3;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;21;Ekonomi;4;6;0,179861111;2;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;25;Psikologi;2;9;0,184027778;0;Jarang;Tinggi;Jomblo;Sehat
Laki-laki;20;Psikologi;3;7;0,136111111;3;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;23;Sistem Informasi;5;7;02.35;4;Jarang;Sedang;Jomblo;Risiko Stres
Laki-laki;21;Hukum;3;5;0,182638889;1;Jarang;Tinggi;Jomblo;Sehat
Laki-laki;25;Kedokteran;7;6;02.19;5;Kadang;Sedang;Jomblo;Risiko Stres
Perempuan;22;Sistem Informasi;1;8;03.44;3;Sering;Sedang;Jomblo;Sehat
Laki-laki;25;Kedokteran;7;9;02.28;4;Kadang;Sedang;Jomblo;Risiko Stres
Perempuan;19;Kedokteran;1;7;0,1375;0;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;23;Hukum;2;7;0,140277778;0;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;18;Kedokteran;5;8;02.32;4;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;25;Ekonomi;5;9;0,184027778;5;Jarang;Sedang;Jomblo;Sehat
Perempuan;21;Hukum;3;4;02.01;4;Sering;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;21;Sistem Informasi;2;4;0,179861111;1;Kadang;Tinggi;Jomblo;Sehat
Perempuan;24;Desain Komunikasi Visual;5;3;0,178472222;0;Kadang;Tinggi;Jomblo;Sehat
Perempuan;25;Ekonomi;6;5;0,127083333;4;Sering;Sedang;Jomblo;Risiko Stres
Laki-laki;23;Teknik Informatika;6;6;03.41;2;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;23;Psikologi;7;7;02.51;2;Kadang;Tinggi;Jomblo;Sehat
Perempuan;20;Sistem Informasi;1;9;03.52;4;Jarang;Sedang;Jomblo;Sehat
Perempuan;24;Sistem Informasi;3;7;03.12;1;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;25;Sistem Informasi;4;3;02.06;0;Kadang;Tinggi;Jomblo;Sehat
Perempuan;22;Ekonomi;1;9;02.08;2;Sering;Tinggi;Jomblo;Sehat
Laki-laki;20;Teknik Informatika;2;9;03.38;4;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;24;Desain Komunikasi Visual;5;7;0,18125;4;Jarang;Tinggi;Dalam hubungan;Sehat
Perempuan;25;Hukum;1;5;02.26;3;Kadang;Sedang;Jomblo;Risiko Stres
Perempuan;25;Teknik Informatika;4;3;03.14;4;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;20;Ekonomi;4;5;02.51;1;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;22;Sistem Informasi;6;3;03.06;2;Sering;Sedang;Jomblo;Sehat
Perempuan;24;Psikologi;2;7;02.14;3;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;25;Sistem Informasi;1;3;03.38;2;Sering;Tinggi;Jomblo;Sehat
Laki-laki;25;Hukum;3;4;02.35;2;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;24;Kedokteran;1;9;03.19;1;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;18;Psikologi;6;6;0,171527778;4;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;20;Sistem Informasi;7;7;03.51;1;Sering;Tinggi;Jomblo;Sehat
Perempuan;20;Desain Komunikasi Visual;4;8;03.51;4;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;21;Psikologi;2;6;03.04;3;Kadang;Rendah;Jomblo;Sehat
Perempuan;22;Kedokteran;2;7;0,179166667;1;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;19;Teknik Informatika;3;6;03.18;1;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;18;Ekonomi;2;4;0,183333333;5;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;24;Sistem Informasi;6;6;03.09;0;Sering;Tinggi;Jomblo;Sehat
Laki-laki;24;Hukum;6;3;03.01;1;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;24;Teknik Informatika;6;6;02.44;5;Sering;Tinggi;Jomblo;Risiko Stres
Laki-laki;18;Sistem Informasi;2;7;03.09;0;Kadang;Sedang;Jomblo;Sehat
Laki-laki;25;Teknik Informatika;2;8;02.28;4;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;24;Hukum;6;8;0,176388889;4;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;24;Sistem Informasi;2;5;03.35;4;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;22;Kedokteran;2;9;0,19375;5;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;23;Kedokteran;4;6;02.18;5;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;23;Hukum;1;8;02.48;0;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;21;Psikologi;5;6;0,177083333;4;Jarang;Sedang;Jomblo;Sehat
Laki-laki;21;Hukum;2;9;0,138194444;2;Kadang;Sedang;Jomblo;Sehat
Perempuan;24;Psikologi;5;8;0,147916667;1;Sering;Tinggi;Jomblo;Sehat
Perempuan;22;Sistem Informasi;7;9;0,175;5;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;24;Psikologi;5;6;03.04;5;Kadang;Rendah;Jomblo;Sehat
Laki-laki;21;Sistem Informasi;4;7;02.39;5;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;18;Sistem Informasi;2;6;0,179166667;0;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;18;Desain Komunikasi Visual;6;9;02.06;4;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;25;Ekonomi;5;7;0,179861111;2;Jarang;Tinggi;Dalam hubungan;Sehat
Perempuan;19;Sistem Informasi;2;7;02.01;1;Kadang;Rendah;Jomblo;Sehat
Laki-laki;23;Psikologi;3;5;03.33;1;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;22;Ekonomi;7;8;02.14;4;Sering;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;20;Ekonomi;6;3;03.41;2;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;23;Sistem Informasi;3;7;02.07;0;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;20;Hukum;3;9;0,172222222;5;Sering;Tinggi;Jomblo;Sehat
Laki-laki;19;Hukum;5;8;0,147916667;5;Sering;Sedang;Jomblo;Sehat
Perempuan;19;Kedokteran;3;4;02.19;4;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;24;Ekonomi;4;6;03.41;1;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;21;Sistem Informasi;4;9;0,151388889;5;Sering;Sedang;Jomblo;Sehat
Laki-laki;19;Desain Komunikasi Visual;5;4;02.38;1;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;19;Hukum;2;9;02.03;1;Sering;Tinggi;Jomblo;Sehat
Perempuan;20;Desain Komunikasi Visual;1;6;0,141666667;4;Kadang;Rendah;Jomblo;Sehat
Laki-laki;21;Sistem Informasi;2;5;02.17;3;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;19;Sistem Informasi;2;9;02.19;3;Jarang;Tinggi;Jomblo;Risiko Stres
Laki-laki;23;Ekonomi;2;7;02.53;3;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;25;Desain Komunikasi Visual;2;3;03.26;2;Sering;Rendah;Dalam hubungan;Sehat
Perempuan;19;Kedokteran;6;7;03.06;4;Sering;Sedang;Jomblo;Sehat
Perempuan;25;Ekonomi;1;6;02.14;1;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;21;Teknik Informatika;6;9;0,190277778;5;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;24;Desain Komunikasi Visual;3;3;0,178472222;2;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;22;Hukum;7;7;02.52;3;Kadang;Tinggi;Jomblo;Risiko Stres
Perempuan;21;Hukum;2;3;02.24;0;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;20;Hukum;7;6;0,186111111;2;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;22;Psikologi;4;5;0,147222222;2;Jarang;Tinggi;Jomblo;Sehat
